segment_name,time_second,bitrate_kbps,resolution
ai_seg_25_360p.mp4,0,598.6,360p
ai_seg_25_480p.mp4,0,422.39,480p
ai_seg_25_480p.mp4,0,988.7,480p
ai_seg_25_720p.mp4,0,752.63,720p
ai_seg_25_720p.mp4,0,1852.47,720p
ai_seg_25_1080p.mp4,1,1321.68,1080p
ai_seg_25_1080p.mp4,1,2952.54,1080p
ai_seg_25_360p.mp4,1,242.3,360p
ai_seg_25_360p.mp4,1,492.05,360p
ai_seg_25_480p.mp4,1,389.2,480p
ai_seg_25_480p.mp4,1,812.99,480p
ai_seg_25_720p.mp4,1,693.7,720p
ai_seg_25_720p.mp4,1,1595.19,720p
ai_seg_26_1080p.mp4,0,1307.25,1080p
ai_seg_26_1080p.mp4,0,2300.09,1080p
ai_seg_26_360p.mp4,0,250.12,360p
ai_seg_26_360p.mp4,0,405.47,360p
ai_seg_26_480p.mp4,0,387.1,480p
ai_seg_26_480p.mp4,0,706.38,480p
ai_seg_26_720p.mp4,0,695.18,720p
ai_seg_26_720p.mp4,0,1260.54,720p
ai_seg_26_1080p.mp4,1,1158.72,1080p
ai_seg_26_1080p.mp4,1,2044.9,1080p
ai_seg_26_360p.mp4,1,216.75,360p
ai_seg_26_360p.mp4,1,364.78,360p
ai_seg_26_480p.mp4,1,333.99,480p
ai_seg_26_480p.mp4,1,552.66,480p
ai_seg_26_720p.mp4,1,607.9,720p
ai_seg_26_720p.mp4,1,1010.83,720p
ai_seg_27_1080p.mp4,0,1368.9,1080p
ai_seg_27_1080p.mp4,0,2394.48,1080p
ai_seg_27_360p.mp4,0,276.65,360p
ai_seg_27_360p.mp4,0,510.31,360p
ai_seg_27_480p.mp4,0,406.69,480p
ai_seg_27_480p.mp4,0,770.14,480p
ai_seg_27_720p.mp4,0,730.38,720p
ai_seg_27_720p.mp4,0,1314.64,720p
ai_seg_27_1080p.mp4,1,1212.67,1080p
ai_seg_27_1080p.mp4,1,2357.17,1080p
ai_seg_27_360p.mp4,1,230.1,360p
ai_seg_27_360p.mp4,1,378.61,360p
ai_seg_27_480p.mp4,1,361.7,480p
ai_seg_27_480p.mp4,1,705.47,480p
ai_seg_27_720p.mp4,1,634.79,720p
ai_seg_27_720p.mp4,1,1201.93,720p
ai_seg_28_1080p.mp4,0,1001.82,1080p
ai_seg_28_1080p.mp4,0,2109.39,1080p
ai_seg_28_360p.mp4,0,183.23,360p
ai_seg_28_360p.mp4,0,377.06,360p
ai_seg_28_480p.mp4,0,287.19,480p
ai_seg_28_480p.mp4,0,580.11,480p
ai_seg_28_720p.mp4,0,506.65,720p
ai_seg_28_720p.mp4,0,1096.42,720p
ai_seg_28_1080p.mp4,1,1574.32,1080p
ai_seg_28_1080p.mp4,1,2768.26,1080p
ai_seg_28_360p.mp4,1,301.51,360p
ai_seg_28_360p.mp4,1,536.23,360p
ai_seg_28_480p.mp4,1,476.41,480p
ai_seg_28_480p.mp4,1,819.16,480p
ai_seg_28_720p.mp4,1,816.01,720p
ai_seg_28_720p.mp4,1,1403.91,720p
ai_seg_29_1080p.mp4,0,1671.86,1080p
ai_seg_29_1080p.mp4,0,2797.92,1080p
ai_seg_29_360p.mp4,0,379.55,360p
ai_seg_29_360p.mp4,0,589.12,360p
ai_seg_29_480p.mp4,0,560.25,480p
ai_seg_29_480p.mp4,0,943.11,480p
ai_seg_29_720p.mp4,0,928.77,720p
ai_seg_29_720p.mp4,0,1572.31,720p
ai_seg_29_1080p.mp4,1,1280.94,1080p
ai_seg_29_1080p.mp4,1,2226.24,1080p
ai_seg_29_360p.mp4,1,232.85,360p
ai_seg_29_360p.mp4,1,324.59,360p
ai_seg_29_480p.mp4,1,358.83,480p
ai_seg_29_480p.mp4,1,636.57,480p
ai_seg_29_720p.mp4,1,652.05,720p
ai_seg_29_720p.mp4,1,1142.04,720p
ai_seg_30_1080p.mp4,0,1075.66,1080p
ai_seg_30_1080p.mp4,0,2124.59,1080p
ai_seg_30_360p.mp4,0,208.86,360p
ai_seg_30_360p.mp4,0,403.02,360p
ai_seg_30_480p.mp4,0,313.42,480p
ai_seg_30_480p.mp4,0,599.65,480p
ai_seg_30_720p.mp4,0,552.19,720p
ai_seg_30_720p.mp4,0,1093.71,720p
ai_seg_30_1080p.mp4,1,1010.66,1080p
ai_seg_30_1080p.mp4,1,1958.18,1080p
ai_seg_30_360p.mp4,1,192.29,360p
ai_seg_30_360p.mp4,1,370.04,360p
ai_seg_30_480p.mp4,1,287.61,480p
ai_seg_30_480p.mp4,1,550.12,480p
